State, Community Name,Population,AgePct16t24,NumbUrban,NumUnderPov,PctNotHSGrad,PctUnemployed,PctWorkMom,perCapInc,ViolentCrimesPerPop
42,New Castle City,0.03,0.23,0,0.05,0.56,0.7,0.16,0.14,0.21
13,Columbus City,0.27,0.4,0.27,0.29,0.49,0.45,0.49,0.23,0.25
21,Shively City,0.01,0.21,0.02,0.01,0.61,0.37,0.85,0.24,0.26
1,Tuscaloosa City,0.11,0.81,0.12,0.17,0.48,0.44,0.64,0.22,0.51
19,Indianola City,0,0.5,0,0.01,0.23,0.16,0.96,0.24,0.01
9,Berlin Town,0.01,0.21,0.02,0,0.29,0.22,0.78,0.51,0.03
42,Peters Township,0.01,0.18,0.02,0,0.11,0.16,0.1,0.66,0.01
48,La Porte City,0.03,0.27,0.04,0.02,0.3,0.3,0.4,0.32,0.16
48,Beaumont City,0.17,0.31,0.18,0.21,0.42,0.51,0.51,0.26,0.52
4,Gilbert Town,0.03,0.31,0.05,0.02,0.13,0.23,0.51,0.33,0.1
12,Casselberry City,0.01,0.3,0.03,0.01,0.29,0.22,0.57,0.3,0.24
13,Cartersville City,0,0.33,0,0.02,0.69,0.34,0.74,0.31,0.3
39,Cleveland City,0.8,0.31,0.8,1,0.73,0.99,0.17,0.14,0.69
25,North Borough Town,0,0.24,0.02,0,0.15,0.25,0.57,0.61,0.09
18,Bedford City,0.01,0.24,0,0.01,0.53,0.36,0.46,0.24,0.22
34,Plainfield City,0.06,0.36,0.07,0.05,0.49,0.57,0.8,0.33,0.65
34,Union Township,0.06,0.27,0.08,0.02,0.43,0.25,0.54,0.46,0.17
25,Holbrook Town,0,0.32,0.02,0.01,0.28,0.49,0.5,0.35,0.09
13,College Park City,0.02,0.47,0.03,0.04,0.43,0.54,0.76,0.18,0.77
22,Westwego City,0,0.33,0.02,0.02,0.88,0.55,0.03,0.1,0.33
44,Providence City,0.24,0.59,0.25,0.31,0.66,0.61,0.29,0.23,0.38
23,Augusta City,0.02,0.29,0,0.02,0.44,0.32,0.73,0.28,0.07
41,Oregon City,0.01,0.33,0.02,0.01,0.32,0.16,0.47,0.24,0.19
23,Waterville City,0.01,0.64,0,0.02,0.44,0.49,0.54,0.23,0.09
21,Winchester City,0.01,0.29,0,0.03,0.66,0.38,0.52,0.19,0.21
39,Jackson Township,0.02,0.3,0.03,0.02,0.34,0.18,0.68,0.31,0.08
44,North Providence Town,0.04,0.3,0.05,0.02,0.51,0.37,0.59,0.39,0.1
42,South Whitehall Township,0.01,0.13,0.02,0,0.34,0.1,0.54,0.52,0.05
6,Union City,0.07,0.34,0.09,0.03,0.38,0.25,0.65,0.33,0.23
34,Verona Township,0.01,0.19,0.02,0,0.16,0.09,0.33,0.76,0.08
25,Hingham Town,0.02,0.28,0.03,0,0.07,0.36,0.38,0.71,0.02
46,Mitchell City,0.01,0.32,0,0.02,0.42,0.26,0.89,0.17,0.08
39,Urbana City,0,0.33,0,0.01,0.45,0.46,0.65,0.25,0.12
13,Valdosta City,0.05,0.56,0,0.08,0.53,0.49,0.51,0.21,0.4
37,Graham City,0,0.29,0.02,0.01,0.59,0.14,0.77,0.24,0.45
55,Marinette City,0,0.24,0,0.01,0.42,0.48,0.57,0.18,0.05
34,Princeton Borough,0,1,0,0.01,0.18,0.15,0.47,0.56,0.03
37,Thomasville City,0.01,0.35,0.03,0.02,0.76,0.26,0.86,0.2,0.36
5,Rogers City,0.02,0.27,0,0.02,0.38,0.15,0.71,0.26,0.08
8,Sterling City,0,0.32,0,0.01,0.38,0.25,0.51,0.17,0.07
6,Lynwood City,0.08,0.5,0.1,0.12,1,0.87,0.03,0.07,1
34,WestMilford Township,0.02,0.25,0,0.01,0.24,0.25,0.34,0.48,0.04
55,Waukesha City,0.08,0.36,0.09,0.03,0.24,0.14,0.71,0.33,0.06
1,Opelika City,0.02,0.34,0.03,0.04,0.52,0.44,0.83,0.24,1
6,LaMesa City,0.07,0.34,0.08,0.04,0.21,0.28,0.44,0.4,0.2
53,Bellingham City,0.07,0.68,0.08,0.07,0.24,0.27,0.55,0.29,0.14
37,Durham City,0.2,0.48,0.22,0.17,0.36,0.26,0.78,0.32,0.48
6,Hercules City,0.01,0.21,0.03,0,0.14,0.24,0.93,0.47,0.13
39,Dayton City,0.28,0.41,0.29,0.42,0.55,0.71,0.25,0.16,0.67
39,Stow City,0.03,0.25,0.04,0.01,0.22,0.14,0.42,0.38,0.04
44,Newport City,0.03,0.52,0.04,0.03,0.26,0.36,0.4,0.38,0.49
51,Herndon  Town,0.01,0.31,0.03,0,0.19,0.09,0.89,0.49,0.05
48,Coppell City,0.01,0.12,0,0,0.06,0.07,0.58,0.6,0.02
6,Indio City,0.04,0.45,0.06,0.07,0.86,0.66,0.41,0.14,0.39
9,New London  Town,0.03,0.72,0.05,0.03,0.42,0.52,0.46,0.27,0.29
25,Longmeadow  Town,0.01,0.27,0.02,0,0.07,0.17,0.44,0.83,0.02
6,Albany City,0.01,0.2,0.03,0.01,0.11,0.13,0.54,0.45,0.25
37,Burlington City,0.05,0.28,0.06,0.03,0.51,0.17,0.77,0.32,0.23
39,Ashland City,0.02,0.46,0,0.02,0.4,0.4,0.62,0.23,0.01
6,Glendora City,0.06,0.27,0.08,0.02,0.27,0.23,0.48,0.46,0.12
6,Sunnyvale City,0.17,0.27,0.19,0.05,0.2,0.21,0.56,0.59,0.1
42,Tredyffrin Township,0.03,0.23,0.04,0,0.06,0.08,0.26,1,0.04
22,NewIberia City,0.04,0.32,0,0.08,0.76,0.91,0.43,0.12,0.14
49,Midvale City,0,0.53,0.02,0.02,0.45,0.45,0.45,0.15,0.2
6,Livermore City,0.08,0.28,0.09,0.03,0.18,0.22,0.57,0.49,0.13
55,Kaukauna City,0,0.24,0.02,0.01,0.37,0.29,0.67,0.23,0.03
56,Evanston City,0,0.23,0,0.01,0.22,0.27,0.81,0.26,0.11
45,Greenwood City,0.02,0.48,0,0.04,0.76,0.5,0.65,0.15,1
18,Noblesville City,0.01,0.26,0,0.01,0.31,0.12,0.61,0.42,0.28
25,Medfield Town,0,0.24,0.02,0,0.09,0.22,0.47,0.72,0.01
29,Columbia City,0.09,1,0.11,0.12,0.2,0.28,0.69,0.25,0.24
48,ElPaso City,0.81,0.4,0.81,1,0.61,0.66,0.22,0.15,0.43
48,Lancaster City,0.02,0.27,0.03,0.02,0.41,0.32,0.92,0.25,0.2
25,Bellingham Town,0.01,0.3,0.01,0,0.32,0.4,0.68,0.37,0.08
34,Manchester Township,0.04,0.01,0.05,0.01,0.6,0.42,0.43,0.33,0.04
8,Longmont City,0.07,0.25,0.08,0.04,0.25,0.36,0.58,0.3,0.07
48,Gatesville City,0,0.54,0,0.01,0.69,0.58,0.86,0.05,0.05
34,Manalapan Township,0.03,0.24,0.04,0.01,0.23,0.24,0.21,0.54,0.04
34,New Providence Borough,0,0.2,0.02,0,0.14,0.11,0.47,0.85,0.02
25,Framingham Town,0.09,0.38,0.1,0.03,0.22,0.4,0.68,0.52,0.4
6,Arcata City,0.01,1,0,0.03,0.23,0.63,0.46,0.19,0.16
47,Springfield City,0,0.3,0,0.02,0.71,0.37,0.56,0.21,0.57
37,Eden City,0.01,0.25,0,0.02,0.75,0.28,0.65,0.2,0.2
12,Pompano Beach City,0.1,0.18,0.11,0.1,0.45,0.39,0.58,0.42,1
55,Two Rivers City,0,0.25,0,0.01,0.41,0.25,0.6,0.24,0.02
34,Moores Township,0.01,0.21,0.02,0,0.19,0.13,0.38,0.88,0.08
11,Washington City,0.96,0.41,0.96,0.88,0.46,0.44,0.64,0.47,1
42,Emmaus Borough,0,0.24,0.02,0,0.4,0.27,0.62,0.38,0.06
55,Oconomowoc City,0,0.22,0,0,0.26,0.09,0.62,0.31,0.07
6,San Carlos City,0.03,0.14,0.04,0.01,0.12,0.09,0.59,0.79,0.08
42,Manheim Township,0.03,0.16,0.04,0.01,0.28,0.08,0.52,0.5,0.05
54,Moundsville City,0,0.26,0.02,0.01,0.62,0.62,0.34,0.17,0.02
55,Madison City,0.29,0.71,0.3,0.26,0.14,0.17,0.77,0.34,0.13
28,Pascagoula City,0.03,0.35,0.04,0.04,0.45,0.49,0.48,0.23,0.45
42,Coatesville City,0,0.31,0.02,0.02,0.57,0.43,0.5,0.18,0.44
21,Newport City,0.01,0.35,0.03,0.04,0.82,0.6,0.39,0.13,0.45
12,Miami Springs City,0.01,0.2,0.02,0.01,0.39,0.41,0.58,0.35,0.39
6,Escondido City,0.16,0.34,0.17,0.11,0.37,0.38,0.49,0.33,0.26
6,Hawthorne City,0.1,0.42,0.11,0.09,0.45,0.43,0.48,0.3,1
29,Bridgeton City,0.01,0.25,0.03,0,0.31,0.13,0.68,0.42,0.32
6,Chula Vista City,0.2,0.36,0.21,0.12,0.41,0.37,0.37,0.31,0.3
6,Palm Desert City,0.02,0.2,0.04,0.01,0.22,0.22,0.64,0.72,0.31
6,San Jose City,1,0.36,1,0.65,0.39,0.33,0.48,0.4,0.27
25,Newton City,0.12,0.42,0.13,0.03,0.12,0.2,0.68,0.82,0.11
55,Shorewood Village,0.01,0.2,0.02,0.01,0.11,0.11,0.62,0.6,0.07
40,Claremore City,0.01,0.29,0,0.02,0.43,0.31,0.38,0.22,0.09
6,San Jacinto City,0.01,0.24,0.03,0.02,0.69,0.54,0.07,0.14,0.26
48,Robs Town City,0,0.38,0,0.04,1,0.85,0,0.02,0.17
37,Cary Town,0.05,0.26,0.07,0.01,0.06,0.08,0.65,0.53,0.07
6,La Quinta City,0,0.21,0.02,0.01,0.31,0.37,0.41,0.5,0.31
39,Sharonville City,0,0.28,0.02,0,0.33,0.07,0.71,0.41,0.07
49,Salt Lake City,0.24,0.38,0.25,0.23,0.28,0.33,0.45,0.29,0.33
12,Venice City,0.01,0,0.03,0.01,0.32,0.21,0.61,0.51,0.15
41,Springfield City,0.06,0.36,0.07,0.07,0.38,0.52,0.44,0.17,0.21
6,Simi Valley City,0.14,0.34,0.16,0.03,0.21,0.22,0.58,0.46,0.1
6,Madera City,0.03,0.37,0,0.07,0.85,1,0.27,0.13,0.51
12,Safety Harbor City,0.01,0.18,0.02,0.01,0.19,0.25,0.61,0.43,0.17
18,Martinsville City,0,0.33,0,0.01,0.53,0.36,0.63,0.21,0.09
9,Farmington Town,0.02,0.17,0.02,0,0.17,0.17,0.56,0.8,0.03
1,Scottsboro City,0.01,0.28,0,0.02,0.57,0.26,0.51,0.24,0.15
39,Shaker Heights City,0.03,0.19,0.05,0.01,0.1,0.2,0.56,0.95,0.17
25,Webster Town,0.01,0.29,0.02,0.01,0.58,0.41,0.63,0.32,0.14
39,Girard City,0,0.25,0.02,0.01,0.5,0.51,0.3,0.22,0.03
18,Bloomington City,0.08,1,0.1,0.13,0.21,0.43,0.48,0.19,0.34
49,Centerville City,0,0.28,0.02,0,0.07,0.31,0.4,0.24,0.05
25,North Adams City,0.01,0.55,0,0.02,0.55,0.66,0.67,0.2,0.24
45,Irmo Town,0,0.19,0.02,0,0.06,0.13,0.89,0.33,0.07
21,Bowling Green City,0.05,0.72,0,0.08,0.49,0.44,0.52,0.23,0.33
8,Boulder City,0.12,0.86,0.13,0.13,0.06,0.29,0.61,0.42,0.09
34,Lawrence Township,0.03,0.53,0.04,0.01,0.19,0.13,0.55,0.64,0.11
55,West Allis City,0.09,0.23,0.1,0.03,0.35,0.21,0.74,0.3,0.1
39,Solon City,0.01,0.21,0.03,0,0.17,0.08,0.39,0.6,0.02
53,Renton City,0.05,0.31,0.07,0.03,0.23,0.25,0.5,0.38,0.25
34,Vineland City,0.07,0.32,0.09,0.05,0.68,0.46,0.59,0.27,0.37
48,Burleson City,0.01,0.3,0,0.01,0.41,0.38,0.64,0.25,0.07
34,Pleasantville City,0.01,0.32,0.03,0.02,0.59,0.56,0.65,0.25,0.71
39,Niles City,0.02,0.3,0.03,0.02,0.49,0.44,0.29,0.23,0.18
51,Martinsville City,0.01,0.22,0,0.02,0.65,0.34,0.75,0.29,0.28
25,Athol  Town,0,0.23,0,0.01,0.43,0.74,0.37,0.25,0.44
53,Bothell City,0,0.25,0.02,0,0.15,0.15,0.56,0.43,0.09
37,Kernersville Town,0,0.4,0,0.01,0.44,0.36,0.95,0.3,0.19
48,SanAntonio City,1,0.38,1,1,0.54,0.59,0.38,0.2,0.28
25,Wakefield Town,0.02,0.25,0.04,0.01,0.21,0.39,0.57,0.48,0.03
34,Livingston Township,0.03,0.24,0.04,0,0.13,0.1,0.47,1,0.04
44,Middle Town,0.02,0.4,0.03,0.01,0.24,0.27,0.47,0.35,0.32
42,Beaver Falls City,0,0.45,0.02,0.02,0.58,0.9,0.27,0.1,0.19
6,Hesperia City,0.06,0.26,0.08,0.06,0.5,0.61,0.08,0.22,0.16
42,Butler City,0.01,0.31,0,0.03,0.47,0.47,0.32,0.17,0.09
4,Sierra Vista City,0.04,0.44,0,0.03,0.14,0.32,0.49,0.28,0.05
48,Schertz City,0,0.29,0.02,0.01,0.33,0.33,0.76,0.27,0.11
22,Lafayette City,0.14,0.45,0.15,0.18,0.42,0.58,0.4,0.27,0.36
42,Lower Salford  Township,0,0.2,0.01,0,0.29,0.05,0.51,0.42,0.09
5,Searcy City,0.01,0.79,0,0.02,0.49,0.33,0.57,0.21,0.03
39,Sylvania Township,0.05,0.22,0.06,0.01,0.17,0.21,0.54,0.6,0.05
39,Worthington City,0.01,0.18,0.02,0,0.07,0.1,0.63,0.6,0.05
18,Highland Town,0.02,0.27,0.04,0.01,0.25,0.18,0.59,0.37,0.13
9,Westport Town,0.02,0.19,0.04,0.01,0.09,0.14,0.28,1,0.05
48,Lewisville City,0.06,0.4,0.07,0.02,0.25,0.19,0.72,0.35,0.12
40,Chickasha City,0.01,0.28,0,0.03,0.59,0.64,0.53,0.18,0.47
34,EggHarbor Township,0.02,0.29,0.02,0.01,0.39,0.25,0.66,0.37,0.17
18,Griffith Town,0.01,0.32,0.03,0.01,0.29,0.22,0.45,0.33,0.17
1,Bessemer City,0.04,0.3,0.05,0.09,0.75,0.72,0.44,0.11,1
6,Fremont City,0.26,0.28,0.27,0.07,0.21,0.22,0.57,0.51,0.2
25,Natick  Town,0.03,0.24,0.05,0.01,0.14,0.27,0.66,0.59,0.08
40,Norman City,0.11,0.69,0.12,0.1,0.2,0.37,0.62,0.29,0.09
28,Ridgeland City,0,0.37,0.02,0,0.12,0.15,0.84,0.4,0.1
34,Princeton Township,0.01,0.18,0,0.01,0.06,0.18,0.39,1,0.03
13,Douglas City,0,0.37,0,0.02,0.67,0.58,0.49,0.22,0.71
6,Mountain View City,0.09,0.26,0.11,0.04,0.21,0.14,0.61,0.59,0.17
34,Tenafly Borough,0.01,0.2,0.02,0,0.12,0.11,0.19,1,0.02
6,Burbank City,0.13,0.29,0.15,0.07,0.34,0.3,0.44,0.47,0.2
36,Lockport City,0.02,0.28,0,0.03,0.45,0.48,0.5,0.25,0.38
34,Eaton Town Borough,0.01,0.35,0.02,0.01,0.24,0.22,0.48,0.43,0.09
6,Sierra Madre City,0,0.15,0.02,0,0.11,0.09,0.39,0.68,0.06
44,Bristol Town,0.02,0.47,0.03,0.01,0.61,0.46,0.76,0.31,0.05
55,Oak Creek City,0.02,0.29,0.03,0,0.31,0.19,0.69,0.35,0.05
12,Miami City,0.56,0.27,0.57,1,0.94,0.75,0.38,0.16,1
21,Ashland City,0.02,0.21,0.04,0.04,0.52,0.46,0.16,0.26,0.21
48,Denton City,0.09,0.91,0.1,0.11,0.3,0.37,0.57,0.23,0.29
34,Lincoln Park Borough,0,0.2,0.02,0,0.28,0.19,0.26,0.55,0.04
6,San Bruno City,0.05,0.29,0.06,0.02,0.26,0.22,0.66,0.45,0.12
33,Concord City,0.04,0.3,0,0.02,0.25,0.38,0.77,0.37,0.06
42,Columbia Borough,0,0.3,0.02,0.01,0.68,0.31,0.78,0.22,0.21
9,Milford Town,0.06,0.26,0.08,0.02,0.3,0.33,0.6,0.48,0.06
6,Cathedral City,0.03,0.29,0.05,0.04,0.53,0.38,0.37,0.28,0.51
25,Bridgewater Town,0.02,0.6,0.02,0.01,0.28,0.38,0.59,0.31,0.07
47,Franklin City,0.02,0.25,0,0.01,0.39,0.17,0.65,0.38,0.21
22,Slidell City,0.02,0.27,0.04,0.02,0.32,0.32,0.47,0.28,0.39
6,Cudahy City,0.02,0.53,0.04,0.06,1,0.69,0,0.02,0.66
23,Saco City,0.01,0.29,0,0.01,0.32,0.36,0.75,0.32,0.03
9,Orange Town,0,0.2,0.02,0,0.17,0.14,0.48,0.75,0.06
13,Moultrie City,0.01,0.31,0,0.04,0.81,0.5,0.47,0.15,0.53
13,Roswell City,0.06,0.28,0.08,0.01,0.1,0.1,0.49,0.65,0.08
25,New Bedford City,0.14,0.32,0.16,0.15,0.9,0.84,0.46,0.2,0.59
47,East Ridge City,0.02,0.28,0.03,0.01,0.41,0.26,0.68,0.3,0.12
42,Johns Town City,0.03,0.25,0.04,0.07,0.63,1,0.18,0.11,0.29
42,Chester City,0.05,0.41,0.07,0.09,0.67,0.86,0.54,0.13,1
48,Lake Jackson City,0.02,0.23,0,0.01,0.14,0.15,0.38,0.47,0.03
5,Fort Smith City,0.1,0.29,0.12,0.09,0.46,0.33,0.54,0.27,0.29
6,Hemet City,0.04,0.14,0.06,0.04,0.57,0.66,0.2,0.24,0.38
4,Paradise Valley  Town,0,0.2,0.02,0,0.04,0.16,0,1,0.06
6,Oakland City,0.58,0.31,0.59,0.63,0.44,0.63,0.33,0.33,1
6,Reedley City,0.01,0.46,0,0.03,0.82,1,0.46,0.12,0.3
6,Auburn City,0,0.19,0,0.01,0.24,0.22,0.6,0.45,0.16
6,Arroyo Grande City,0.01,0.18,0,0.01,0.26,0.3,0.58,0.39,0.29
42,Northampton Township,0.04,0.32,0.05,0,0.12,0.11,0.38,0.59,0.02
51,Hampton City,0.2,0.42,0.21,0.13,0.34,0.35,0.58,0.27,0.19
6,West Sacramento City,0.03,0.26,0.05,0.05,0.59,0.62,0.22,0.22,0.38
1,Sylacauga City,0,0.27,0,0.02,0.6,0.27,0.52,0.19,0.31
12,Lighthouse Point City,0,0.09,0.02,0,0.24,0.24,0.34,0.81,0.07
36,Dunkirk City,0.01,0.29,0,0.02,0.51,0.77,0.48,0.17,0.11
6,Vallejo City,0.16,0.33,0.17,0.08,0.32,0.41,0.58,0.31,0.6
29,Kennett City,0,0.27,0,0.03,0.81,0.62,0.33,0.15,0.54
6,South Gate City,0.12,0.49,0.14,0.14,1,0.74,0.15,0.11,0.45
6,Hermosa Beach City,0.01,0.27,0.03,0.01,0.04,0.04,0.7,0.98,0.22
42,Upper Gwynedd Township,0,0.24,0.02,0,0.19,0.06,0.62,0.57,0.02
9,Simsbury Town,0.02,0.23,0,0,0.06,0.1,0.49,0.8,0
41,Medford City,0.06,0.25,0.07,0.06,0.3,0.44,0.52,0.3,0.22
19,Dubuque City,0.08,0.36,0.09,0.05,0.36,0.29,0.73,0.25,0.13
55,Whitewater City,0,1,0,0.02,0.29,0.24,0.79,0.14,0.06
8,Broomfield City,0.02,0.25,0.04,0.01,0.11,0.19,0.72,0.36,0.11
39,Westlake City,0.03,0.19,0.04,0,0.15,0.13,0.35,0.65,0.03
12,Lake Worth City,0.03,0.24,0.05,0.04,0.57,0.34,0.45,0.24,0.69
48,Duncanville City,0.04,0.29,0.06,0.01,0.2,0.25,0.66,0.41,0.19
45,Florence City,0.03,0.31,0.05,0.06,0.54,0.38,0.65,0.26,0.69
6,Brawley City,0.01,0.35,0,0.04,0.87,1,0.06,0.14,0.41
34,Ramsey Borough,0.01,0.25,0.02,0,0.09,0.19,0.26,0.76,0.08
12,Miramar City,0.05,0.26,0.06,0.03,0.37,0.27,0.72,0.3,0.31
25,Milton Town,0.03,0.31,0.04,0.01,0.11,0.25,0.67,0.59,0.08
6,Santa Ana City,0.46,0.58,0.46,0.47,0.9,0.56,0.43,0.17,0.45
25,Saugus Town,0.02,0.29,0.04,0.01,0.32,0.35,0.53,0.43,0.2
40,Woodward City,0,0.22,0,0.02,0.46,0.25,0.53,0.2,0.19
33,Somersworth City,0,0.33,0.02,0.01,0.43,0.31,0.75,0.29,0.03
8,Lafayette City,0.01,0.16,0,0.01,0.24,0.2,0.71,0.32,0.15
48,Athens City,0,0.38,0,0.02,0.61,0.6,0.48,0.19,0.54
42,Scott Township,0.01,0.22,0.03,0.01,0.28,0.13,0.61,0.45,0.02
34,Middle Township,0.01,0.21,0,0.01,0.52,0.52,0.67,0.29,0.1
25,Water Town,0.04,0.28,0.05,0.02,0.26,0.25,0.63,0.52,0.31
13,East Point City,0.04,0.34,0.05,0.05,0.48,0.56,0.86,0.25,0.65
34,Old Bridge Township,0.07,0.28,0.09,0.02,0.27,0.25,0.39,0.47,0.06
42,Hill Township,0,0.24,0,0,0.27,0.05,0.44,0.41,0.02
18,Vincennes City,0.02,0.74,0,0.03,0.48,0.58,0.66,0.17,0.06
12,Tallahassee City,0.18,0.9,0.2,0.23,0.23,0.33,0.79,0.28,0.82
34,Madison Borough,0.01,0.65,0.03,0,0.19,0.17,0.31,0.81,0.02
53,Longview City,0.03,0.26,0.05,0.04,0.37,0.48,0.32,0.27,0.14
44,Barrington Town,0.01,0.2,0.03,0,0.17,0.21,0.36,0.68,0.03
12,Coral Gables City,0.05,0.52,0.06,0.02,0.15,0.21,0.3,0.89,0.4
34,Hopatcong Borough,0.01,0.26,0.02,0,0.22,0.25,0.52,0.43,0.05
53,Puyallup City,0.02,0.26,0.04,0.01,0.27,0.33,0.47,0.29,0.12
22,Eunice City,0,0.27,0,0.04,0.8,0.98,0.05,0.08,0.61
34, Cityof Orange Township,0.03,0.33,0.05,0.05,0.6,0.66,0.61,0.26,1
6,Agoura Hills City,0.02,0.25,0.03,0.01,0.09,0.18,0.43,0.77,0.15
25,Randolph Town,0.03,0.28,0.05,0.01,0.25,0.4,0.58,0.41,0.09
41,Portland City,0.69,0.28,0.69,0.57,0.28,0.38,0.57,0.32,0.76
42,Newberry Township,0,0.28,0,0,0.38,0.13,0.79,0.29,0.02
25,Hudson Town,0.01,0.29,0.03,0,0.39,0.32,0.64,0.45,0.06
34,Haddonfield Borough,0,0.18,0.02,0,0.13,0.04,0.51,0.81,0.03
48,The Colony City,0.02,0.19,0,0.01,0.15,0.25,0.74,0.31,0.06
6,Port Hueneme City,0.02,0.42,0.03,0.01,0.35,0.28,0.57,0.29,0.2
22,West Monroe City,0.01,0.3,0.02,0.03,0.5,0.48,0.42,0.22,0.25
55,Brookfield City,0.04,0.19,0.06,0,0.13,0.07,0.43,0.68,0.07
39,Kettering City,0.08,0.23,0.1,0.02,0.21,0.14,0.56,0.48,0.06
6,Lompoc City,0.04,0.26,0.06,0.05,0.36,0.47,0.41,0.28,0.19
39,Upper Arlington City,0.04,0.14,0.05,0,0.04,0.04,0.45,0.87,0.06
29,Fulton City,0,0.59,0,0.01,0.59,0.19,0.83,0.18,0.16
48,Midland City,0.13,0.25,0.14,0.12,0.37,0.38,0.4,0.38,0.19
41,Gresham City,0.09,0.3,0.11,0.05,0.27,0.24,0.59,0.29,0.14
34,Kearny Town,0.04,0.32,0.06,0.02,0.55,0.38,0.48,0.36,0.18
34,Secaucus Town,0.01,0.27,0.02,0.01,0.45,0.2,0.36,0.61,0.11
42,Swatara Township,0.02,0.24,0.03,0.01,0.4,0.19,0.71,0.32,0.22
34,Middle Township,0.09,0.29,0.11,0.01,0.24,0.26,0.39,0.58,0.03
4,Bullhead City,0.02,0.17,0,0.02,0.47,0.41,0.67,0.25,0.33
36,Ogdensburg City,0.01,0.37,0,0.01,0.56,0.61,0.69,0.21,0
36,Goshen Town,0,0.32,0,0,0.38,0.28,0.66,0.39,0.01
25,Hull Town,0,0.3,0.02,0.01,0.23,0.47,0.44,0.4,0.37
44,Woonsocket City,0.05,0.33,0.07,0.05,0.78,0.62,0.45,0.23,0.15
9,Plymouth Town,0,0.27,0.01,0,0.43,0.19,0.71,0.39,0.04
42,Bristol Borough,0,0.28,0.02,0.01,0.67,0.55,0.49,0.23,0.35
6,Moorpark City,0.02,0.22,0.04,0.01,0.23,0.18,0.5,0.48,0.1
13,Tifton City,0.01,0.47,0,0.03,0.6,0.47,0.52,0.2,0.46
39,North Canton City,0.01,0.2,0.02,0.01,0.19,0.22,0.64,0.47,0.04
40,Shawnee City,0.03,0.42,0,0.05,0.53,0.61,0.46,0.18,0.18
6,Bakersfield City,0.26,0.31,0.28,0.23,0.38,0.45,0.36,0.31,0.4
55,Oshkosh City,0.07,0.62,0.09,0.06,0.36,0.27,0.64,0.23,0.06
34,Ringwood Borough,0,0.31,0.02,0,0.16,0.33,0.35,0.59,0.01
34,Lacey Township,0.02,0.23,0,0.01,0.39,0.37,0.52,0.33,0.03
42,Pittsburgh City,0.58,0.42,0.59,0.69,0.47,0.6,0.31,0.25,0.52
19,Ankeny City,0.01,0.45,0,0.01,0.08,0.06,0.82,0.32,0.03
19,Waterloo City,0.09,0.26,0.11,0.1,0.37,0.46,0.57,0.25,0.27
9,Danbury Town,0.09,0.34,0.1,0.03,0.4,0.32,0.53,0.49,0.11
9,Trumbull Town,0.04,0.23,0.05,0.01,0.26,0.24,0.43,0.68,0.03
25,Shrewsbury Town,0.02,0.24,0.04,0.01,0.2,0.28,0.5,0.53,0.17
48,Tyler City,0.11,0.38,0.12,0.13,0.39,0.53,0.46,0.28,0.47
6,Pleasant Hill City,0.03,0.2,0.05,0.01,0.1,0.15,0.62,0.58,0.22
1,Alabaster City,0.01,0.26,0.02,0.01,0.37,0.12,0.51,0.29,0.06
48,Marshall City,0.02,0.36,0,0.05,0.55,0.55,0.54,0.16,0.39
6,Walnut Creek City,0.08,0.18,0.1,0.02,0.07,0.15,0.56,0.73,0.12
25,Winchester Town,0.02,0.22,0.03,0,0.07,0.18,0.3,0.88,0.02
47,Goodlettsville City,0,0.29,0.02,0,0.36,0.07,0.77,0.36,0.26
6,Fontana City,0.12,0.33,0.14,0.09,0.48,0.47,0.22,0.22,0.55
6,Corona City,0.11,0.36,0.12,0.06,0.41,0.35,0.44,0.35,0.21
41,Astoria City,0,0.25,0,0.01,0.3,0.37,0.44,0.24,0.12
34,Tinton Falls Borough,0,0.15,0.02,0,0.15,0.17,0.44,0.53,0.1
13,Bainbridge City,0,0.31,0,0.03,0.71,0.42,0.49,0.14,0.41
22,New Orleans City,0.78,0.36,0.79,1,0.56,0.86,0.42,0.21,0.84
6,San Mateo City,0.12,0.23,0.14,0.05,0.24,0.23,0.65,0.61,0.18
34,Summit City,0.02,0.2,0.03,0,0.16,0.14,0.23,1,0.04
48,Longview City,0.1,0.32,0.11,0.11,0.38,0.46,0.44,0.26,0.34
34,Rockaway Township,0.02,0.26,0.02,0,0.16,0.15,0.49,0.57,0.07
39,Lakewood City,0.08,0.28,0.09,0.05,0.26,0.28,0.56,0.38,0.05
42,Bethel Park Borough,0.04,0.19,0.05,0.01,0.15,0.19,0.32,0.43,0.02
48,Huntsville City,0.03,1,0,0.05,0.46,0.53,0.69,0.14,0.31
6,East Palo Alto City,0.02,0.43,0.04,0.04,0.7,0.72,0.58,0.16,0.97
48,Odessa City,0.13,0.31,0.14,0.16,0.53,0.48,0.33,0.22,0.33
34,North Brunswick Township,0.03,0.36,0.05,0.01,0.26,0.14,0.68,0.57,0.12
1,Selma City,0.02,0.33,0,0.07,0.7,0.74,0.33,0.12,1
28,Grenada City,0,0.29,0,0.02,0.78,0.77,0.63,0.13,0.96
6,Norco City,0.02,0.37,0.04,0.01,0.41,0.29,0.23,0.34,0.25
55,Fort Atkinson City,0,0.21,0,0.01,0.31,0.18,0.81,0.29,0.03
25,Dartmouth  Town,0.03,0.49,0.03,0.01,0.58,0.51,0.69,0.35,0.12
